walking_tick_	current_step_num_	current_link_q_leg_(0)	current_link_q_leg_(1)	current_link_q_leg_(2)	current_link_q_leg_(3)	current_link_q_leg_(4)	current_link_q_leg_(5)	current_link_q_leg_(6)	current_link_q_leg_(7)	current_link_q_leg_(8)	current_link_q_leg_(9)	current_link_q_leg_(10)	current_link_q_leg_(11)
1866	3	5.62651e-07	0.0322444	-0.131436	0.734565	-0.601003	-0.0320914	-5.51333e-07	-0.0380032	0.131076	-0.733843	0.600644	0.0377974
1867	3	6.03813e-07	0.0322393	-0.131436	0.734566	-0.601004	-0.0320861	-5.09295e-07	-0.0380084	0.131076	-0.733842	0.600644	0.0378027
1868	3	5.81196e-07	0.0322342	-0.131436	0.734567	-0.601004	-0.0320813	-5.29906e-07	-0.0380135	0.131075	-0.733841	0.600644	0.0378075
1869	3	5.81873e-07	0.0322292	-0.131437	0.734567	-0.601005	-0.0320761	-5.2322e-07	-0.0380184	0.131075	-0.73384	0.600644	0.0378127
1870	3	5.39764e-07	0.0322244	-0.131437	0.734568	-0.601005	-0.0320715	-5.63585e-07	-0.0380232	0.131074	-0.73384	0.600643	0.0378172
1871	3	5.20817e-07	0.0322196	-0.131437	0.734569	-0.601006	-0.0320667	-5.84854e-07	-0.0380281	0.131074	-0.733839	0.600643	0.0378221
1872	3	5.43093e-07	0.0322146	-0.131437	0.734569	-0.601006	-0.0320617	-5.64797e-07	-0.038033	0.131073	-0.733838	0.600643	0.037827
1873	3	5.60074e-07	0.0322099	-0.131437	0.73457	-0.601007	-0.0320569	-5.48797e-07	-0.0380377	0.131073	-0.733838	0.600643	0.0378319
1874	3	5.53456e-07	0.0322054	-0.131437	0.73457	-0.601007	-0.0320524	-5.57564e-07	-0.0380422	0.131072	-0.733837	0.600643	0.0378364
1875	3	5.38613e-07	0.0322008	-0.131438	0.734571	-0.601008	-0.0320479	-5.73074e-07	-0.0380468	0.131072	-0.733837	0.600643	0.0378409
1876	3	5.52798e-07	0.0321964	-0.131438	0.734571	-0.601008	-0.0320434	-5.57642e-07	-0.0380512	0.131071	-0.733836	0.600643	0.0378454
1877	3	5.5489e-07	0.0321921	-0.131438	0.734572	-0.601009	-0.0320391	-5.55612e-07	-0.0380555	0.131071	-0.733835	0.600643	0.0378497
1878	3	5.39489e-07	0.032188	-0.131438	0.734573	-0.601009	-0.032035	-5.73799e-07	-0.0380596	0.13107	-0.733835	0.600642	0.0378537
1879	3	5.40743e-07	0.0321836	-0.131438	0.734573	-0.601009	-0.0320306	-5.75671e-07	-0.038064	0.13107	-0.733834	0.600642	0.0378581
1880	3	5.50159e-07	0.0321795	-0.131438	0.734574	-0.60101	-0.0320264	-5.68314e-07	-0.0380681	0.131069	-0.733834	0.600642	0.0378623
1881	3	5.70982e-07	0.0321755	-0.131438	0.734574	-0.60101	-0.0320223	-5.50629e-07	-0.0380721	0.131069	-0.733833	0.600642	0.0378664
1882	3	5.51968e-07	0.0321715	-0.131438	0.734575	-0.60101	-0.0320185	-5.71967e-07	-0.0380761	0.131069	-0.733833	0.600642	0.0378702
1883	3	5.59268e-07	0.0321675	-0.131439	0.734575	-0.601011	-0.0320145	-5.6417e-07	-0.0380801	0.131068	-0.733832	0.600642	0.0378742
1884	3	5.48103e-07	0.0321638	-0.131439	0.734576	-0.601011	-0.0320107	-5.75089e-07	-0.0380838	0.131068	-0.733832	0.600641	0.0378781
1885	3	5.38697e-07	0.0321601	-0.131439	0.734576	-0.601011	-0.0320069	-5.86821e-07	-0.0380875	0.131067	-0.733831	0.600641	0.0378818
1886	3	5.29757e-07	0.0321563	-0.131439	0.734577	-0.601012	-0.0320032	-5.97525e-07	-0.0380913	0.131067	-0.733831	0.600641	0.0378856
1887	3	5.30683e-07	0.0321528	-0.131439	0.734577	-0.601012	-0.0319997	-5.97459e-07	-0.0380948	0.131067	-0.73383	0.600641	0.037889
1888	3	5.61144e-07	0.0321491	-0.131439	0.734578	-0.601012	-0.031996	-5.69085e-07	-0.0380985	0.131066	-0.73383	0.600641	0.0378927
1889	3	5.69597e-07	0.0321455	-0.131439	0.734578	-0.601013	-0.0319924	-5.61393e-07	-0.0381021	0.131066	-0.733829	0.600641	0.0378963
1890	3	5.71211e-07	0.0321421	-0.131439	0.734579	-0.601013	-0.0319889	-5.5845e-07	-0.0381055	0.131065	-0.733829	0.600641	0.0378998
1891	3	5.3857e-07	0.0321387	-0.13144	0.734579	-0.601013	-0.0319857	-5.90667e-07	-0.0381088	0.131065	-0.733828	0.60064	0.037903
1892	3	5.3599e-07	0.0321354	-0.13144	0.73458	-0.601014	-0.0319823	-5.9334e-07	-0.0381122	0.131065	-0.733828	0.60064	0.0379064
1893	3	5.33567e-07	0.0321322	-0.13144	0.73458	-0.601014	-0.031979	-5.94666e-07	-0.0381154	0.131064	-0.733827	0.60064	0.0379097
1894	3	5.38036e-07	0.032129	-0.13144	0.73458	-0.601014	-0.0319758	-5.89477e-07	-0.0381186	0.131064	-0.733827	0.60064	0.037913
1895	3	5.32907e-07	0.0321258	-0.13144	0.734581	-0.601015	-0.0319726	-5.94484e-07	-0.0381218	0.131064	-0.733826	0.60064	0.0379161
1896	3	5.42712e-07	0.0321227	-0.13144	0.734581	-0.601015	-0.0319695	-5.83796e-07	-0.0381249	0.131063	-0.733826	0.60064	0.0379192
1897	3	5.55711e-07	0.0321196	-0.13144	0.734582	-0.601015	-0.0319664	-5.69944e-07	-0.0381279	0.131063	-0.733826	0.60064	0.0379223
1898	3	5.47734e-07	0.0321167	-0.13144	0.734582	-0.601016	-0.0319636	-5.7673e-07	-0.0381309	0.131063	-0.733825	0.60064	0.0379252
1899	3	5.40031e-07	0.0321137	-0.13144	0.734582	-0.601016	-0.0319608	-5.8321e-07	-0.0381338	0.131063	-0.733825	0.60064	0.037928
1900	3	5.39082e-07	0.0321107	-0.13144	0.734583	-0.601016	-0.0319576	-5.82005e-07	-0.0381368	0.131062	-0.733824	0.60064	0.0379311
1901	3	5.32264e-07	0.032108	-0.131441	0.734583	-0.601016	-0.0319548	-5.87419e-07	-0.0381395	0.131062	-0.733824	0.60064	0.037934
1902	3	5.11599e-07	0.0321053	-0.131441	0.734584	-0.601017	-0.031952	-6.07791e-07	-0.0381423	0.131062	-0.733823	0.600639	0.0379367
1903	3	5.14085e-07	0.0321025	-0.131441	0.734584	-0.601017	-0.0319492	-6.04412e-07	-0.0381451	0.131061	-0.733823	0.600639	0.0379395
1904	3	5.19227e-07	0.0320999	-0.131441	0.734584	-0.601017	-0.0319468	-5.98173e-07	-0.0381477	0.131061	-0.733823	0.600639	0.0379419
1905	3	5.45334e-07	0.0320972	-0.131441	0.734584	-0.601018	-0.031944	-5.71781e-07	-0.0381504	0.131061	-0.733822	0.600639	0.0379447
1906	3	5.42637e-07	0.0320945	-0.131441	0.734585	-0.601018	-0.0319414	-5.74062e-07	-0.038153	0.131061	-0.733822	0.600639	0.0379473
1907	3	5.36531e-07	0.032092	-0.131441	0.734585	-0.601018	-0.0319388	-5.78847e-07	-0.0381556	0.13106	-0.733822	0.600639	0.0379499
1908	3	5.28349e-07	0.0320895	-0.131441	0.734585	-0.601018	-0.0319363	-5.87199e-07	-0.0381581	0.13106	-0.733821	0.600639	0.0379524
1909	3	5.20226e-07	0.0320871	-0.131441	0.734586	-0.601019	-0.0319338	-5.9603e-07	-0.0381605	0.13106	-0.733821	0.600639	0.0379549
1910	3	5.16676e-07	0.0320847	-0.131441	0.734586	-0.601019	-0.0319314	-5.98747e-07	-0.0381629	0.13106	-0.733821	0.600639	0.0379573
1911	3	5.14646e-07	0.0320823	-0.131441	0.734586	-0.601019	-0.0319291	-6.00203e-07	-0.0381652	0.131059	-0.73382	0.600639	0.0379596
1912	3	5.15141e-07	0.03208	-0.131441	0.734587	-0.601019	-0.0319268	-6.00629e-07	-0.0381676	0.131059	-0.73382	0.600639	0.0379619
1913	3	5.14988e-07	0.0320777	-0.131442	0.734587	-0.601019	-0.0319246	-6.01831e-07	-0.0381698	0.131059	-0.73382	0.600639	0.0379641
1914	3	5.42633e-07	0.0320754	-0.131442	0.734587	-0.60102	-0.0319221	-5.74939e-07	-0.0381722	0.131059	-0.733819	0.600639	0.0379666
1915	3	5.32924e-07	0.0320732	-0.131442	0.734587	-0.60102	-0.03192	-5.85438e-07	-0.0381743	0.131058	-0.733819	0.600639	0.0379687
1916	3	5.2928e-07	0.0320711	-0.131442	0.734588	-0.60102	-0.0319179	-5.90107e-07	-0.0381765	0.131058	-0.733819	0.600639	0.0379708
1917	3	5.21246e-07	0.0320688	-0.131442	0.734588	-0.60102	-0.0319156	-5.98042e-07	-0.0381787	0.131058	-0.733818	0.600638	0.0379731
1918	3	5.17558e-07	0.0320669	-0.131442	0.734588	-0.60102	-0.0319135	-6.01234e-07	-0.0381807	0.131058	-0.733818	0.600638	0.0379752
1919	3	5.12682e-07	0.0320648	-0.131442	0.734589	-0.601021	-0.0319115	-6.07443e-07	-0.0381827	0.131057	-0.733818	0.600638	0.0379772
1920	3	5.00796e-07	0.0320628	-0.131442	0.734589	-0.601021	-0.0319096	-6.2073e-07	-0.0381848	0.131057	-0.733818	0.600638	0.0379791
1921	3	5.24469e-07	0.0320608	-0.131442	0.734589	-0.601021	-0.0319076	-5.97626e-07	-0.0381868	0.131057	-0.733817	0.600638	0.0379811
1922	3	5.54231e-07	0.0320589	-0.131442	0.73459	-0.601021	-0.031905	-5.67714e-07	-0.0381887	0.131057	-0.733817	0.600638	0.0379837
1923	3	5.53206e-07	0.032057	-0.131442	0.73459	-0.601021	-0.0319033	-5.69436e-07	-0.0381906	0.131056	-0.733817	0.600638	0.0379854
1924	3	5.10027e-07	0.032055	-0.131442	0.73459	-0.601022	-0.0319018	-6.13106e-07	-0.0381926	0.131056	-0.733816	0.600638	0.0379869
1925	3	5.11971e-07	0.0320531	-0.131442	0.73459	-0.601022	-0.0319001	-6.11349e-07	-0.0381944	0.131056	-0.733816	0.600638	0.0379886
1926	3	5.42571e-07	0.0320514	-0.131442	0.73459	-0.601022	-0.0318982	-5.81033e-07	-0.0381962	0.131056	-0.733816	0.600638	0.0379905
1927	3	5.2858e-07	0.0320495	-0.131442	0.734591	-0.601022	-0.0318963	-5.96438e-07	-0.0381981	0.131056	-0.733816	0.600638	0.0379924
1928	3	5.09645e-07	0.0320477	-0.131442	0.734591	-0.601022	-0.0318945	-6.15803e-07	-0.0381999	0.131056	-0.733816	0.600638	0.0379942
1929	3	5.06712e-07	0.032046	-0.131443	0.734591	-0.601022	-0.0318927	-6.1872e-07	-0.0382015	0.131055	-0.733815	0.600638	0.037996
1930	3	5.16634e-07	0.0320444	-0.131443	0.734591	-0.601023	-0.031891	-6.0902e-07	-0.0382032	0.131055	-0.733815	0.600638	0.0379977
1931	3	5.18547e-07	0.0320428	-0.131443	0.734592	-0.601023	-0.0318895	-6.05768e-07	-0.0382048	0.131055	-0.733815	0.600638	0.0379992
1932	3	5.14047e-07	0.0320412	-0.131443	0.734592	-0.601023	-0.0318879	-6.08081e-07	-0.0382064	0.131055	-0.733815	0.600637	0.0380008
1933	3	5.14036e-07	0.0320396	-0.131443	0.734592	-0.601023	-0.0318863	-6.08571e-07	-0.038208	0.131055	-0.733815	0.600637	0.0380024
1934	3	5.20439e-07	0.0320379	-0.131443	0.734592	-0.601023	-0.0318847	-6.04227e-07	-0.0382096	0.131055	-0.733814	0.600637	0.038004
1935	3	5.33188e-07	0.0320363	-0.131443	0.734592	-0.601023	-0.0318831	-5.91842e-07	-0.0382112	0.131054	-0.733814	0.600637	0.0380056
1936	3	5.33851e-07	0.0320348	-0.131443	0.734592	-0.601023	-0.0318815	-5.9035e-07	-0.0382128	0.131054	-0.733814	0.600637	0.0380071
1937	3	5.09191e-07	0.0320333	-0.131443	0.734593	-0.601024	-0.0318801	-6.13823e-07	-0.0382142	0.131054	-0.733814	0.600637	0.0380086
1938	3	4.92059e-07	0.0320319	-0.131443	0.734593	-0.601024	-0.0318786	-6.29018e-07	-0.0382156	0.131054	-0.733813	0.600637	0.03801
1939	3	4.87595e-07	0.0320305	-0.131443	0.734593	-0.601024	-0.0318772	-6.32085e-07	-0.0382171	0.131054	-0.733813	0.600637	0.0380114
1940	3	4.97467e-07	0.0320291	-0.131443	0.734593	-0.601024	-0.0318759	-6.226e-07	-0.0382184	0.131054	-0.733813	0.600637	0.0380128
1941	3	5.23748e-07	0.0320276	-0.131443	0.734593	-0.601024	-0.0318743	-5.97621e-07	-0.0382199	0.131054	-0.733813	0.600637	0.0380143
1942	3	5.31037e-07	0.0320262	-0.131443	0.734594	-0.601024	-0.0318729	-5.90583e-07	-0.0382213	0.131053	-0.733813	0.600637	0.0380158
1943	3	5.33494e-07	0.0320249	-0.131443	0.734594	-0.601024	-0.0318715	-5.87863e-07	-0.0382227	0.131053	-0.733812	0.600637	0.0380171
1944	3	5.23118e-07	0.0320235	-0.131443	0.734594	-0.601025	-0.0318702	-5.97446e-07	-0.038224	0.131053	-0.733812	0.600637	0.0380184
1945	3	5.14533e-07	0.0320223	-0.131443	0.734594	-0.601025	-0.031869	-6.04248e-07	-0.0382253	0.131053	-0.733812	0.600637	0.0380197
1946	3	5.00403e-07	0.032021	-0.131443	0.734594	-0.601025	-0.0318677	-6.17299e-07	-0.0382265	0.131053	-0.733812	0.600637	0.0380209
1947	3	4.89247e-07	0.0320198	-0.131443	0.734594	-0.601025	-0.0318665	-6.28929e-07	-0.0382278	0.131053	-0.733812	0.600637	0.0380222
1948	3	4.88367e-07	0.0320186	-0.131443	0.734595	-0.601025	-0.0318653	-6.3086e-07	-0.038229	0.131053	-0.733812	0.600637	0.0380234
1949	3	5.14385e-07	0.0320173	-0.131443	0.734595	-0.601025	-0.0318639	-6.05917e-07	-0.0382302	0.131052	-0.733811	0.600637	0.0380247
1950	3	5.28327e-07	0.0320161	-0.131444	0.734595	-0.601025	-0.0318627	-5.92287e-07	-0.0382314	0.131052	-0.733811	0.600637	0.038026
1951	3	5.29009e-07	0.0320149	-0.131444	0.734595	-0.601025	-0.0318616	-5.91234e-07	-0.0382326	0.131052	-0.733811	0.600637	0.0380271
1952	3	5.2034e-07	0.0320137	-0.131444	0.734595	-0.601026	-0.0318605	-5.9921e-07	-0.0382338	0.131052	-0.733811	0.600637	0.0380282
1953	3	5.10071e-07	0.0320127	-0.131444	0.734595	-0.601026	-0.0318593	-6.08895e-07	-0.0382349	0.131052	-0.733811	0.600637	0.0380293
1954	3	5.02392e-07	0.0320116	-0.131444	0.734596	-0.601026	-0.0318582	-6.16987e-07	-0.0382359	0.131052	-0.733811	0.600637	0.0380304
1955	3	4.95398e-07	0.0320105	-0.131444	0.734596	-0.601026	-0.0318571	-6.24918e-07	-0.0382371	0.131052	-0.73381	0.600637	0.0380315
1956	3	4.99008e-07	0.0320094	-0.131444	0.734596	-0.601026	-0.031856	-6.21898e-07	-0.0382381	0.131052	-0.73381	0.600637	0.0380326
1957	3	5.08532e-07	0.0320084	-0.131444	0.734596	-0.601026	-0.031855	-6.13036e-07	-0.0382392	0.131051	-0.73381	0.600637	0.0380337
1958	3	5.16899e-07	0.0320073	-0.131444	0.734596	-0.601026	-0.031854	-6.05186e-07	-0.0382402	0.131051	-0.73381	0.600637	0.0380347
1959	3	5.21033e-07	0.0320063	-0.131444	0.734596	-0.601026	-0.0318529	-6.00784e-07	-0.0382413	0.131051	-0.73381	0.600636	0.0380357
1960	3	5.17651e-07	0.0320053	-0.131444	0.734596	-0.601026	-0.031852	-6.03913e-07	-0.0382422	0.131051	-0.73381	0.600636	0.0380367
1961	3	5.08555e-07	0.0320043	-0.131444	0.734596	-0.601026	-0.031851	-6.13348e-07	-0.0382432	0.131051	-0.73381	0.600636	0.0380377
1962	3	5.01629e-07	0.0320034	-0.131444	0.734597	-0.601027	-0.03185	-6.206e-07	-0.0382441	0.131051	-0.733809	0.600636	0.0380386
1963	3	4.96954e-07	0.0320025	-0.131444	0.734597	-0.601027	-0.0318491	-6.25546e-07	-0.0382451	0.131051	-0.733809	0.600636	0.0380395
1964	3	5.02998e-07	0.0320015	-0.131444	0.734597	-0.601027	-0.0318482	-6.20014e-07	-0.038246	0.131051	-0.733809	0.600636	0.0380405
1965	3	5.07462e-07	0.0320006	-0.131444	0.734597	-0.601027	-0.0318472	-6.15782e-07	-0.038247	0.131051	-0.733809	0.600636	0.0380414
1966	3	5.11926e-07	0.0319997	-0.131444	0.734597	-0.601027	-0.0318463	-6.11277e-07	-0.0382478	0.131051	-0.733809	0.600636	0.0380424
1967	3	5.10359e-07	0.0319988	-0.131444	0.734597	-0.601027	-0.0318454	-6.1283e-07	-0.0382487	0.13105	-0.733809	0.600636	0.0380432
1968	3	5.09052e-07	0.0319979	-0.131444	0.734597	-0.601027	-0.0318446	-6.13946e-07	-0.0382496	0.13105	-0.733809	0.600636	0.0380441
1969	3	5.0731e-07	0.0319971	-0.131444	0.734597	-0.601027	-0.0318438	-6.15438e-07	-0.0382504	0.13105	-0.733809	0.600636	0.0380449
1970	3	5.04697e-07	0.0319963	-0.131444	0.734597	-0.601027	-0.0318429	-6.1799e-07	-0.0382513	0.13105	-0.733808	0.600636	0.0380457
1971	3	5.03586e-07	0.0319954	-0.131444	0.734598	-0.601027	-0.0318421	-6.19103e-07	-0.0382521	0.13105	-0.733808	0.600636	0.0380466
1972	3	5.04869e-07	0.0319946	-0.131444	0.734598	-0.601027	-0.0318413	-6.17892e-07	-0.0382529	0.13105	-0.733808	0.600636	0.0380474
1973	3	5.06705e-07	0.0319938	-0.131444	0.734598	-0.601027	-0.0318405	-6.1616e-07	-0.0382537	0.13105	-0.733808	0.600636	0.0380482
1974	3	5.07595e-07	0.031993	-0.131444	0.734598	-0.601028	-0.0318397	-6.15077e-07	-0.0382545	0.13105	-0.733808	0.600636	0.038049
1975	3	5.06474e-07	0.0319923	-0.131444	0.734598	-0.601028	-0.0318389	-6.1572e-07	-0.0382552	0.13105	-0.733808	0.600636	0.0380497
1976	3	5.01281e-07	0.0319915	-0.131444	0.734598	-0.601028	-0.0318382	-6.20561e-07	-0.038256	0.13105	-0.733808	0.600636	0.0380504
1977	3	5.04431e-07	0.0319908	-0.131444	0.734598	-0.601028	-0.0318374	-6.17144e-07	-0.0382567	0.13105	-0.733808	0.600636	0.0380512
1978	3	5.03721e-07	0.0319901	-0.131444	0.734598	-0.601028	-0.0318367	-6.17662e-07	-0.0382574	0.13105	-0.733808	0.600636	0.038052
1979	3	5.02963e-07	0.0319894	-0.131444	0.734598	-0.601028	-0.031836	-6.18572e-07	-0.0382581	0.131049	-0.733808	0.600636	0.0380526
1980	3	5.04201e-07	0.0319886	-0.131444	0.734598	-0.601028	-0.0318353	-6.174e-07	-0.0382589	0.131049	-0.733807	0.600636	0.0380534
1981	3	5.03916e-07	0.031988	-0.131444	0.734599	-0.601028	-0.0318346	-6.17455e-07	-0.0382596	0.131049	-0.733807	0.600636	0.038054
1982	3	5.06017e-07	0.0319873	-0.131444	0.734599	-0.601028	-0.0318339	-6.15065e-07	-0.0382602	0.131049	-0.733807	0.600636	0.0380547
1983	3	5.00926e-07	0.0319866	-0.131444	0.734599	-0.601028	-0.0318333	-6.20026e-07	-0.0382609	0.131049	-0.733807	0.600636	0.0380554
1984	3	5.01282e-07	0.031986	-0.131444	0.734599	-0.601028	-0.0318326	-6.19467e-07	-0.0382616	0.131049	-0.733807	0.600636	0.0380561
1985	3	5.00803e-07	0.0319853	-0.131444	0.734599	-0.601028	-0.0318319	-6.19923e-07	-0.0382622	0.131049	-0.733807	0.600636	0.0380567
1986	3	5.01908e-07	0.0319847	-0.131444	0.734599	-0.601028	-0.0318313	-6.19058e-07	-0.0382628	0.131049	-0.733807	0.600636	0.0380574
1987	3	5.01857e-07	0.0319841	-0.131444	0.734599	-0.601028	-0.0318307	-6.19175e-07	-0.0382635	0.131049	-0.733807	0.600636	0.038058
1988	3	5.03468e-07	0.0319835	-0.131445	0.734599	-0.601029	-0.0318301	-6.17424e-07	-0.0382641	0.131049	-0.733807	0.600636	0.0380586
1989	3	5.04535e-07	0.0319829	-0.131445	0.734599	-0.601029	-0.0318295	-6.16384e-07	-0.0382647	0.131049	-0.733807	0.600636	0.0380592
1990	3	5.06077e-07	0.0319823	-0.131445	0.734599	-0.601029	-0.0318289	-6.14878e-07	-0.0382653	0.131049	-0.733807	0.600636	0.0380598
1991	3	5.03484e-07	0.0319817	-0.131445	0.734599	-0.601029	-0.0318283	-6.17451e-07	-0.0382658	0.131049	-0.733806	0.600636	0.0380604
1992	3	5.01536e-07	0.0319811	-0.131445	0.734599	-0.601029	-0.0318277	-6.19643e-07	-0.0382664	0.131049	-0.733806	0.600636	0.0380609
1993	3	4.97708e-07	0.0319806	-0.131445	0.734599	-0.601029	-0.0318272	-6.23781e-07	-0.038267	0.131049	-0.733806	0.600636	0.0380614
1994	3	5.0114e-07	0.03198	-0.131445	0.7346	-0.601029	-0.0318266	-6.20449e-07	-0.0382675	0.131048	-0.733806	0.600636	0.038062
1995	3	5.01902e-07	0.0319795	-0.131445	0.7346	-0.601029	-0.0318261	-6.19631e-07	-0.038268	0.131048	-0.733806	0.600636	0.0380626
1996	3	5.01344e-07	0.0319789	-0.131445	0.7346	-0.601029	-0.0318256	-6.20366e-07	-0.0382686	0.131048	-0.733806	0.600636	0.0380631
1997	3	4.99735e-07	0.0319784	-0.131445	0.7346	-0.601029	-0.031825	-6.22108e-07	-0.0382691	0.131048	-0.733806	0.600636	0.0380636
1998	3	5.02159e-07	0.0319779	-0.131445	0.7346	-0.601029	-0.0318245	-6.19762e-07	-0.0382696	0.131048	-0.733806	0.600636	0.0380641
1999	3	5.03182e-07	0.0319774	-0.131445	0.7346	-0.601029	-0.031824	-6.18959e-07	-0.0382701	0.131048	-0.733806	0.600636	0.0380646
2000	3	5.00709e-07	0.0319769	-0.131445	0.7346	-0.601029	-0.0318236	-6.21567e-07	-0.0382706	0.131048	-0.733806	0.600636	0.0380651
2001	3	5.02716e-07	0.0319764	-0.131445	0.7346	-0.601029	-0.031823	-6.19524e-07	-0.0382711	0.131048	-0.733806	0.600636	0.0380656
2002	3	4.98953e-07	0.031976	-0.131445	0.7346	-0.601029	-0.0318226	-6.23375e-07	-0.0382716	0.131048	-0.733806	0.600636	0.0380661
2003	3	4.98941e-07	0.0319755	-0.131445	0.7346	-0.601029	-0.0318221	-6.23578e-07	-0.038272	0.131048	-0.733806	0.600636	0.0380665
2004	3	4.9724e-07	0.031975	-0.131445	0.7346	-0.601029	-0.0318217	-6.2527e-07	-0.0382725	0.131048	-0.733806	0.600636	0.038067
2005	3	4.9839e-07	0.0319746	-0.131445	0.7346	-0.601029	-0.0318212	-6.23981e-07	-0.0382729	0.131048	-0.733805	0.600636	0.0380674
2006	3	5.00219e-07	0.0319741	-0.131445	0.7346	-0.601029	-0.0318208	-6.22274e-07	-0.0382734	0.131048	-0.733805	0.600635	0.0380679
2007	3	5.00641e-07	0.0319737	-0.131445	0.7346	-0.601029	-0.0318203	-6.21875e-07	-0.0382738	0.131048	-0.733805	0.600635	0.0380684
2008	3	5.02291e-07	0.0319733	-0.131445	0.7346	-0.60103	-0.0318199	-6.2013e-07	-0.0382743	0.131048	-0.733805	0.600635	0.0380688
2009	3	4.99997e-07	0.0319728	-0.131445	0.734601	-0.60103	-0.0318194	-6.22455e-07	-0.0382747	0.131048	-0.733805	0.600635	0.0380692
2010	3	5.00516e-07	0.0319724	-0.131445	0.734601	-0.60103	-0.031819	-6.21992e-07	-0.0382751	0.131048	-0.733805	0.600635	0.0380696
2011	3	4.99555e-07	0.031972	-0.131445	0.734601	-0.60103	-0.0318186	-6.22695e-07	-0.0382755	0.131048	-0.733805	0.600635	0.03807
2012	3	5.00182e-07	0.0319716	-0.131445	0.734601	-0.60103	-0.0318182	-6.21878e-07	-0.0382759	0.131048	-0.733805	0.600635	0.0380704
2013	3	4.98339e-07	0.0319712	-0.131445	0.734601	-0.60103	-0.0318178	-6.23746e-07	-0.0382763	0.131048	-0.733805	0.600635	0.0380708
2014	3	4.98443e-07	0.0319708	-0.131445	0.734601	-0.60103	-0.0318174	-6.23585e-07	-0.0382767	0.131047	-0.733805	0.600635	0.0380712
2015	3	4.99936e-07	0.0319704	-0.131445	0.734601	-0.60103	-0.031817	-6.22072e-07	-0.0382771	0.131047	-0.733805	0.600635	0.0380716
2016	3	5.00865e-07	0.0319701	-0.131445	0.734601	-0.60103	-0.0318167	-6.21204e-07	-0.0382774	0.131047	-0.733805	0.600635	0.038072
2017	3	4.99391e-07	0.0319697	-0.131445	0.734601	-0.60103	-0.0318163	-6.22553e-07	-0.0382778	0.131047	-0.733805	0.600635	0.0380723
2018	3	4.99818e-07	0.0319693	-0.131445	0.734601	-0.60103	-0.031816	-6.21894e-07	-0.0382782	0.131047	-0.733805	0.600635	0.0380727
2019	3	4.98663e-07	0.031969	-0.131445	0.734601	-0.60103	-0.0318156	-6.22944e-07	-0.0382785	0.131047	-0.733805	0.600635	0.0380731
2020	3	4.97371e-07	0.0319686	-0.131445	0.734601	-0.60103	-0.0318153	-6.24263e-07	-0.0382789	0.131047	-0.733805	0.600635	0.0380734
2021	3	4.98044e-07	0.0319683	-0.131445	0.734601	-0.60103	-0.0318149	-6.23626e-07	-0.0382792	0.131047	-0.733805	0.600635	0.0380738
2022	3	4.97267e-07	0.031968	-0.131445	0.734601	-0.60103	-0.0318146	-6.24328e-07	-0.0382796	0.131047	-0.733805	0.600635	0.0380741
2023	3	4.99162e-07	0.0319676	-0.131445	0.734601	-0.60103	-0.0318142	-6.22492e-07	-0.0382799	0.131047	-0.733805	0.600635	0.0380744
2024	3	4.96855e-07	0.0319673	-0.131445	0.734601	-0.60103	-0.0318139	-6.24787e-07	-0.0382802	0.131047	-0.733804	0.600635	0.0380747
2025	3	4.9967e-07	0.031967	-0.131445	0.734601	-0.60103	-0.0318136	-6.21791e-07	-0.0382805	0.131047	-0.733804	0.600635	0.0380751
2026	3	4.97989e-07	0.0319667	-0.131445	0.734601	-0.60103	-0.0318133	-6.23527e-07	-0.0382808	0.131047	-0.733804	0.600635	0.0380754
2027	3	4.98366e-07	0.0319663	-0.131445	0.734601	-0.60103	-0.031813	-6.23288e-07	-0.0382812	0.131047	-0.733804	0.600635	0.0380757
2028	3	4.97071e-07	0.0319661	-0.131445	0.734601	-0.60103	-0.0318127	-6.24576e-07	-0.0382815	0.131047	-0.733804	0.600635	0.038076
2029	3	4.97386e-07	0.0319658	-0.131445	0.734601	-0.60103	-0.0318124	-6.24294e-07	-0.0382817	0.131047	-0.733804	0.600635	0.0380763
2030	3	4.9724e-07	0.0319655	-0.131445	0.734601	-0.60103	-0.0318121	-6.24513e-07	-0.0382821	0.131047	-0.733804	0.600635	0.0380766
2031	3	4.96358e-07	0.0319652	-0.131445	0.734601	-0.60103	-0.0318118	-6.25352e-07	-0.0382823	0.131047	-0.733804	0.600635	0.0380769
2032	3	4.98067e-07	0.0319649	-0.131445	0.734602	-0.60103	-0.0318115	-6.23668e-07	-0.0382826	0.131047	-0.733804	0.600635	0.0380772
2033	3	4.98468e-07	0.0319646	-0.131445	0.734602	-0.60103	-0.0318112	-6.2339e-07	-0.0382829	0.131047	-0.733804	0.600635	0.0380774
2034	3	4.9896e-07	0.0319643	-0.131445	0.734602	-0.60103	-0.0318109	-6.22967e-07	-0.0382832	0.131047	-0.733804	0.600635	0.0380777
2035	3	4.98116e-07	0.0319641	-0.131445	0.734602	-0.60103	-0.0318107	-6.23864e-07	-0.0382834	0.131047	-0.733804	0.600635	0.038078
2036	3	4.96733e-07	0.0319638	-0.131445	0.734602	-0.60103	-0.0318104	-6.25323e-07	-0.0382837	0.131047	-0.733804	0.600635	0.0380782
